postId,author
"20506","Richard Steinnon, chief marketing officer, Fortinet"
"20509","Jarrod J.S. Siket, Netronome Systems"
"20512","Brian Cohen is the President and Chief Executive Officer of S.P.I. Dynamics, Inc"
"20579","Fraser Howard, principal virus researcher, Sophos"
"20626","Gordon Eubanks, Oakley Networks"
"20629","Randall Durfy"
"20634","Kevin Bocek, product marketing manager, PGP Corporation"
"20637","Jim Doherty, chief marketing officer, CipherOptics"
"20662","Philippe Courtot, Chairman and CEO, Qualys"
"20683","Slavik Markovich, CTO, Sentrigo"
"20692","Max Rayner, EVP, products and services/CIO, SurfControl, and Murray Mazer, VP, corporate development and co-founder, Lumigent"
"20699","Prabhakar Chandrasekaran, ISO, Spartanburg Regional Healthcare System"
"20702","Sam Fleming, CTO, NextSentry"
"20705","Deven Bhatt, CSO, Airlines Reporting Corporation"
"20778","Jay Barbour, vice president of marketing and product management, Intrusion Inc."
"20785","Chris Bilello, director, business development for Konica, Minolta Business Solutions U.S.A., Inc"
"20794","Michel Susai, president and CEO, NeoAccel"
"20799","Prat Moghe, founder and CTO, Tizor Systems"
"20802","Carsten Dietrich, director, content security, IBM Internet Security Systems"
"20885","Jose Nazario, Arbor Networks"
"20916","Andy Rolfe, vice president of research and development, Authentify, Inc."
"20941","Gary Pearsons, president, BSI Management Systems Americas"
"20944","Eric Leach and Frank Villavicencio"
"20947","Don Montgomery, vice president of marketing, Akonix Systems"
"20970","Steve Orenberg, president, Kaspersky Lab, and Amrit Williams, CTO, BigFix"
"20983","Marty Hodgett, CIO, Orchard Supply Hardware"
"20986","Anthony Fama, CSO, EVP, Executive Technology Group"
"20989","Lee Parrish, enterprise ISO, Northrop Grumman Corporation"
"20994","Scott Chudy"
"21009","Deb Radcliff"
"21016","Rhonda MacLean, CEO of MacLean Risk Partners, LLC"
"21061","Cliff Pollan, CEO, Lumigent"
"21074","R. ‘Doc' Vaidhyanathan, vice president of product management, Arcot Systems"
"21081","Jacob West, manager, security research group, Fortify Software"
"21086","Greg Farris, CipherMax"
"21089","Dave Champine, senior director of product marketing, Cloudmark"
"21154","Frank Washkuch Jr."
"21157","Greg Lawn"
"21160","Amol Sarwate"
"21227","Dan Sarel, vice president, product management, Sentrigo Inc."
"21231","Joshua Block, vice president of North American Operations, Cyberoam"
"21235","Chris Smith, vice president of marketing, Alert Logic"
"21271","Yuval Ben-Itzhak, CTO, Finjan"
"21355","Richard Stiennon, chief marketing officer and security strategist, Fortinet, and Steven Sprague, CEO, Wave Systems"
"21363","John DeBenedette, vice president of information technology, INTTRA"
"21367","Peter Giannoulis, information security consultant, Access 2 Networks"
"21374","Mark Weatherford, CSO, state of Colorado"
"21399","Pravin Kothari, founder and CEO, Agiliance"
"21426","Dan Nadir, vice president, product strategy, ScanSafe."
"21430","Kevin Bocek, senior manager, product marketing, PGP Corporation"
"21465","John Vecchi, director of network security, McAfee"
"21550","Prat Moghe, founder and chief technology officer, Tizor Systems"
"21554","Randy Abrams, director of technical education, ESET"
"21558","Don Montgomery, vice president of marketing, Akonix"
"21618","Brian Bernard, senior network administrator in the office of the Lee County (Fla.) Clerk of Courts"
"21622","Ed Adams, CEO, Security Innovation"
"21655","John Petze, president and CEO, Privaris"
"21743","Joel Christner, manager, product management, Reconnex "
"21746","Greg Farris, director of marketing, CipherMax"
"21749","Brian Reed, product manager for content security at IBM Internet Security Systems"
"21753","David Dorf, Oracle Retail Product Strategy Team"
"21788","Jeff Wilson, principal analyst, network security, Infonetics Research, Inc."
"21871","Amrit Williams, chief technical officer, BigFix"
"21883","Andrew Graydon, CTO, BorderWare"
"21887","Paul Johns, chief marketing officer, Complinet"
"21891","A.N. Ananth, CEO, Prism Microsystems"
"21904","Mandeep Khera, VP of marketing, Cenzic, and Michael Sutton, security evangelist, SPI Dynamics"
"21913","Rick Lawhorn, principle, information security and compliance, Dataline"
"21917","Simon Hunt, chief technology officer, SafeBoot"
"21921","Tom Peltier, president, Thomas R. Peltier Associates LLC"
"21960","Elizabeth Safran, president, Bottom Line Communications"
"22043","John DeBedenette, vice president, information technology, INTTRA"
"22114","Jeremiah Grossman, founder and chief technology officer, WhiteHat Security"
"22143","Dave Anderson, senior manager, product marketing, ArcSight"
"22146","Ken Salchow, F5 Networks"
"22149","Gordon Rapkin, CEO, Protegrity"
"22172","Jack Rogers"
"22277","Matthew T. Prough, MPSIS system administrator, Fitchburg, Middleton and Sun Prarie (Wisc.) police departments"
"22281","Cindy Auten, Telework Exchange"
"22285","Danielle Zeedick, professor of computer science, Norwich University"
"22289","Seana Pitt, chairwoman, PCI Security Standards Council"
"22301","Janne Uusilehto, chairman, TCG's Mobile Phone Work Group and head of Nokia product security"
"22473","Chrisopher Fountain, president and CEO, SecureInfo"
"22490","Michael Barrett, CISO, PayPal"
"22494","Gene Hodges, CEO, Websense"
"22501","William C. Schneider, senior systems administrator, University of Texas Health and Science Center, Houston"
"22510","Jose Nazario, senior security researcher, Arbor Networks"
"22513","by George Heron, VP and chief scientist, McAfee, and John Peters, CEO, Reconnex"
"22522","William McKinney, Global product marketing director, Sterling Commerce"
"22537","Jason King, CEO, Lavasoft"
"22585","George Adams, president and CEO, SSH Communications Security, Inc."
"22596","Alex Gorelik, co-founder and CTO, Exeros"
"22600","Paul Andersen, Marketing Manager, Array Networks"
"22649","John Yun, Juniper Networks, and Jon Oltsik, Enterprise Strategy Group"
"22698","Chris Wysopal, chief technology officer, Veracode"
"22701","Michael Hamilton, CISO, city of Seattle"
"22751","Amit Yoran, CEO, NetWitness"
"22757","Ofer Shezaf, vice president of security research, Breach Security"
"22765","Slavik Markovich, CTO, Sentrigo Inc."
"22774","Danny Allan, director of security research, Watchfire, an IBM company"
"22815","Joel Christner, director, product management, Reconnex Corp."
"22848","Bryan Cote, senior product manager, Ecora Software, and Kris Lovejoy, director of IBM corporate security strategy"
"22858","Bert Talley, associate director of information technology security, Apollo Group"
"22862","Tim Mather, chief security strategist, RSA Conferences"
"22866","Steven Adler, program director, IBM Data Governance Solutions"
"22870","Nancy Edwards, VP/CSO, State Auto Insurance Companies"
"22906","John Peters, chief executive officer, Reconnex"
"22939","Chuck Miller"
"22948","Chris Sullivan, vice president of customer solutions, Courion"
"22976","Sue Marquette Poremba"
"22991","Phil Dunkelberger, president and CEO, PGP Corporation"
"23044","Prat Moghe, founder/CTO, Tizor Systems"
"23089","Bryan Cote, senior product manager, Ecora"
"23095","Mike Cassidy, information security compliance officer, California State Automobile Association"
"23101","Dan Swanson"
"23105","Danielle Zeedick, professor of information assurance, Norwich University"
"23109","Eric Svetcov, information security director at a major SaaS company"
"23177","Dr. Anton Chuvakin, chief logging evangelist, LogLogic"
"23229","Tim Mather, chief security strategist, RSA Conference"
"23238","David Miner, senior director financial services industry solutions, Symantec Corp."
"23246","Marco Peretti, CTO, BeyondTrust "
"23250","Jackie Gilbert, founder and VP of marketing for SailPoint"
"23277","Raphael Leiteritz, head of innovation, corporate business and new strategy, Utimaco Safeware AG"
"23297","By Chris Farrow, director of product strategy, Fortisphere"
"23308","Chris Farrow, director of product strategy, Fortisphere"
"23312","Amol Sarwate, manager of the vulnerability research lab at Qualys "
"23318","Jasbir Anand, Actimize, Inc."
"23321","Brian Cleary, VP of marketing, Aveksa"
"23325","Matt Bancroft, CMO, Mformation Technologies Inc."
"23346","James Ritchie, former principal auditor, Integralis"
"23361","Greg Bell, partner, KPMG, risk and advisory services practice; Co-chair, SC Awards Committee"
"23375","Sue    Marquette Poremba"
"23378","Dennis Brixius, CSO, McGraw-Hill Companies; Co-chair, SC Awards Committee"
"23382","Johnnie Konstantas, vice president of marketing, Varonis"
"23386","Jason Holmberg, senior product manager, FrontRange Solutions"
"23390","John Addeo, practice director, advanced security, Dimension Data Americas"
"23394","Vern Cole, chief security officer, Varolii Corporation"
"23398","Michael Seese, assistant vice president in the corporate security services division of National City Corporation"
"23439","John W. Thompson, chairman, CEO, Symantec Corporation"
"23446","Val Rahmani, general manager, IBM Internet Security Systems"
"23450","Dave Hansen, senior vice president and general manager of CA’s Security Management business"
"23455","Jim Bidzos, vice chairman of the board, VeriSign"
"23476","Jackie Gilbert, founder and VP of marketing, SailPoint"
"23479","Dan Nadir, VP of product strategy, ScanSafe"
"23507","Danielle Zeedick, Norwich University"
"23513","Timur Taluy, executive vice president, FileYourTaxes.com"
"23517","G&#252;nter Ollmann, chief security strategist, IBM Internet Security Systems"
"23527","Dan Lohrmann, Michigan CISO"
"23544","Rajesh Venkat, segment marketing director, McAfee"
"23550","Scott Heinlein, service provider marketing manager, Juniper Networks"
"23570","Rodney Joffe, senior vice president and senior technologist, NeuStar "
"23580","Mark Bregman, CTO, Symantec Corp."
"23586","Guillaume Lovet, Manager, Threat Response Team, Fortinet"
"23594","David Navetta, InfoSecCompliance, LLC"
"23694","Ron Baklarz, chief information security officer, MedStar Health"
"23735","Richard Thurston"
"23740","Michael Weider, director of security solutions, IBM Rational"
"23744","Rosen Sharma, CTO, Solidcore"
"23748","Brian Chess, founder and chief scientist, Fortify Software"
"23774","Gordon Rapkin, president and CEO, Protegrity"
"23778","David Kelleher, communication and research analyst, GFi Software"
"23785","Maurice Hampton, information security program manager, GE Corporate"
"23789","Michelle Drolet, CEO of Towerwall"
"23807","Eric Butterman"
"23828","Eric Winsborrow, chief marketing officer, Sipera Systems"
"23906","Davi Ottenheimer, director of compliance solutions, ArcSight"
"23910","John Carmichael, senior security trainer, Security Innovation"
"23957","Andre Protas,director of research & preview services, eEye Digital Security"
"23971","Brian Berger, executive vice president for marketing and sales, Wave Systems Corp"
"23990","Dan Dearing, vice president of marketing, Trust Digital"
"24002","Joel Hagberg, vp, marketing and business development, Fujitsu Technology Products"
"24019","Shaun Nichols"
"24035","Richard A. Clarke, chairman, and Kiersten Todt Coon, principal, Good Harbor Consulting, LLC. "
"24039","Don Gray, vice president, Solutionary"
"24043","Michael Cooper, principal, LEVER/edge"
"24071"," Ryan Sherstobitoff, chief corporate evangelist, Panda Security USA"
"24083","Clement James"
"24091","Rob Pfrogner, security services product manager, Virtela Communications"
"24114","Negar Salek"
"24132","Josh Shaul, director, technology strategy, Application Security"
"24136","Joy Persaud"
"24147","Nick Farrell"
"24166","Iain Thomson"
"24203","Amol Sarwate, manager, Vulnerabilities Research Lab, Qualys"
"24207","Itzik Kotler, security operation center team leader, Radware"
"24273","Yuval Tarsi, founder & CTO, WorkLight"
"24291","David Lawson, director, risk management and compliance, Acumen Solutions"
"24295","Harish Rao, chairman & CEO, nSolutions"
"24299","Howard Schmidt, former cybersecurity adviser to the White House"
"24347","Dan Raywood"
"24354"," David Hobson, managing director of Global Gecure Systems"
"24379","Andrew Donoghue"
"24384","Courtlend Little, service and solutions architect, Solutionary"
"24423","Dina Kleyman"
"24492","Kenneth Geers, U.S. representative (NCIS), Cooperative Cyber Defense, Center of Excellence"
"24566","Sumedh Thakar, PCI solutions manager, Qualys"
"24582","Tom Oscherwitz, chief privacy officer/VP of government affairs, ID Analytics"
"24586","Greg Bell, principal, KPMG’s IT advisory services practice"
"24601","Dennis Devlin, chief information security officer, Brandeis University"
"24615","Scott McCarley, director of marketing, BeyondTrust"
"24654","Dr. Avishai Wool, CTO and co-founder of AlgoSec"
"24658","Bill Ledingham, CTO, Verdasys"
"24690","Staff Report"
"24708","Amol Sarwate, manager, Vulnerabilities Research Lab"
"24761","Angela Moscaritolo"
"24770","Steven K. Sprague, president and CEO, Wave Systems"
"24783","Eugene Kaspersky, founder and CEO, Kaspersky Lab"
"24852","Martin Lee, software engineer, MessageLabs"
"24862","Bill Unrue, president, Anonymizer"
"24937","Brian Dirking, principal product director, Oracle "
"24960","Jackson Shaw, Quest Software"
"24964","Christophe Briguet, chief technology officer, Exaprotect"
"24968","Mark Steinhoff, Deloitte"
"24980","Michael Callahan, VP, global marketing, Credant Technologies"
"24990","Steve Lafferty, vice president, Marketing, Prism Microsystems "
"25012","David Sancho, senior threat researcher, Trend Micro"
"25016","Jim Hietala, vice president, Security, The Open Group"
"25043","Marc Goodman, director of marketing, KEMP Technologies"
"25085","Derek Parkinson"
"25097","Kevin Prince, chief architect, Perimeter eSecurity"
"25144","Deepak Taneja, founder, president and CTO of Aveksa"
"25148","Calum Macleod, Western European director, Cyber-Ark"
"25160","Monte Robertson, president and CEO, Software Security Solutions"
"25174","Prat Moghe, CEO, Tizor"
"25200","Kowsik Guruswamy, co-founder and CTO, Mu Dynamics"
"25203","Chenxi Wang, principal analyst, Forrester Research "
"25222","Rob Tourt, chair, PCI Security Standards Council"
"25226","Richard Moulds, EVP, product strategy, Thales Group (formerly nCipher)"
"25298","Rob Rachwald, director of product marketing, Fortify Software"
"25416","David Meizlik, senior manager for data security solutions, Websense"
"25442","Stephane Fymat, VP of product management and strategy, Passlogix"
"25455","David Fishering, homeland security industry analyst, Frost & Sullivan"
"25466","John H. Capobianco, president and CEO, Lumigent Technologies"
"25485","Philip Hoyer, technical architect, ActivIdentity EMEA"
"25509","Sara Gates, chief strategy officer, Agiliance"
"25515","Shannon Culp, CSO for a Midwest health care organization"
"25519","Chuck Buffum VP, caller authentication solutions, Nuance Communications"
"25523","Nagraj Seshadri, product marketing manager, Utimaco"
"25529","Todd Ignasiak, Altor Networks"
"25636","Kerry Loftus, vice president, Consumer Authentication Solutions, VeriSign"
"25684","Michael Callahan, VP global marketing, Credant"
"25690","Jean Thilmany"
"25695","John Linkous, IT governance, risk and compliance evangelist, eIQnetworks"
"25756","Rich Campagna, Juniper Networks"
"25764","Duncan McPherson, CEO, Unitrends"
"25787","David Ting, founder and CTO, Imprivata"
"25791","Paul Smith, president/CEO, PacketMotion"
"25795","Gene Kim, chief technology officer, Tripwire"
"25799","Stephen Scharf, SVP & global CISO, Experian "
"25851","Sean Martin, VP of marketing, SkyRecon Systems "
"25880","Keith Hamilton, senior consultant, Concordant"
"25884","Steve Pate, chief technology officer, Vormetric"
"25890","Victor Cruz"
"25927","Mike Simms, vice president, EADS Defence & Security Systems"
"25945","Kurt Johnson, VP of corporate development, Courion"
"25965","Charles Moore, director of operations, RingCube Technologies"
"25975","Thomas Varghese, vice president of product management, Oracle"
"25991","Ruvi Kitov, CEO and co-founder of Tufin Technologies"
"26054","Luther Martin, chief security architect, Voltage Security"
"26093","Steve Katz, founder and president, Security Risk Solutions"
"26109","Richard Starnes, president, ISSA Bluegrass Chapter "
"26113","Andrew Oehler, product manager, F5 Networks"
"26117","John Landwehr, director, security solutions and strategy for Adobe Systems"
"26123","Sam Masiello, VP of information security, MX Logic"
"26141","Brian Cleary vice president of products and marketing, Aveksa "
"26183","Mike Lloyd, chief scientist, RedSeal Systems "
"26220"," Matthew Fraser & Soumitra Dutta, INSEAD"
"26274","Brian Wolfe, partner, Laurus Technologies"
"26350","Stephane Fymat, VP of strategy and product management, Passlogix"
"26384","Nicholas Arvanitis, solutions architect, security, Dimension Data"
"26391","Jaime Chanaga, CEO, The CSO Board"
"26405","Gretchen McCoy, Senior VP of the Technology Management Division for Visa International, Retired; Strategic Advisory Board member, Rohati Systems"
"26429","Kevin Piper, Altor Networks"
"26554","Andrew McLennan, founder and CEO, Metaforic"
"26558","Christian Kirsch, senior manager, international product marketing, THALES Information Systems Security"
"26630","Leslie Guy Buckalew, vice president for sales and marketing, WebLOQ"
"26656","Gary McAlum, senior manager, Deloitte & Touche "
"26662","Chris Schwartzbauer, Shavlik Technologies"
"26690","Adam Bosnian, Cyber-Ark Software"
"26760","Tal Golan, founder and CTO, Sendio"
"26764","John Stewart, CSO, Cisco Systems"
"26770","Jose Nazario, Arbor Network"
"26773","Al Raymond, chief privacy officer, PHH Mortgage "
"26780","Mike Boberski, project lead and co-author, Open Web Application Security Project ASVS"
"26815","Greg Hoglund, CEO, HBGary "
"26888","Mark Wilcox, principal product manager, Oracle "
"26992","Greg Bell, partner, KPMG, risk and advisory services practice"
"27070","Jody Brazil, founder, president and CTO, Secure Passage"
"27110","Brian Eberhardy, senior consulting engineer for SenSage"
"27130","Lisa Lorenzin, principal solutions architect, Juniper Networks "
"27160","Max Huang, founder and president, O2Security"
"27172","Doug Concepcion, CISO, UNFPA (the United Nations Population Fund)"
"27179","Jeff Prince chairman and CTO, ConSentry Networks"
"27183","David Kelleher communications and research analyst, GFI Software"
"27187","Rich Baich, principal, and William Anderson II, manager, security & privacy group, Deloitte & Touche"
"27196","Willie Rushton owner and principle consultant, WLR & Associates"
"27214","Brian Hook"
"27227","Jackie Gilbert, vice president of product and marketing, SailPoint"
"27296","Andrew Storms, director of security operations, nCircle"
"27370","Jeff Nielsen, director of development and quality assurance, Symark International"
"27413","Lysa Myers, director of research, West Coast Labs"
"27456","Gal Salomon, CEO, Discretix"
"27463","Jennifer Bayuk, principal, Jennifer L. Bayuk LLC"
"27467","Michael Rothschild, solutions marketing, Juniper Networks"
"27471","Pulina Whitaker, partner and head of employment and benefits practice, King & Spalding "
"27630","Jim Lacy, CFO, ZirMed"
"27760","Eric Knight, senior knowledge engineer, LogRhythm"
"27764","Eric Olden, founder and CIO, Symplified"
"27771","Ed Gaudet, SVP of corporate development and marketing, Liquid Machines"
"27775","Ted DeZabala, national managing partner, security & privacy services, Deloitte & Touche"
"27861","Dr. Stanton Sloane, president and CEO, SRA International"
"27957","Jeff Neilsen, director of development, Symark "
"27971","Mark Carney, managing director, FishNet Security"
"27998","Jeffrey Rogers, chief architect, Risk Advisory Services, Unisys"
"28009","Karthik Kannan, VP, marketing and business development, Kazeon "
"28090","Chris Sullivan, vice president of customer solutions, Courion Corporation"
"28103","Daryl Miller, VP of engineering, Lantronix"
"28111","Kevin Skapinetz, technology strategist, IBM Internet Security Systems"
"28125","Leslie Buckalew, VP, sales & marketing, WebLOQ "
"28169","Jeff Forristal, senior security engineer, Zscaler"
"28173","Shawn Eldridge, VP, marketing and products, BorderWare Technologies"
"28177","Johnnie Konstantas, VP marketing, Varonis Systems"
"28191","Rick Howard, director, VeriSign iDefense Security Intelligence Services"
"28195","Venkat Raghaven, director product management, security, risk and compliance, Tivoli Software, IBM Software Group"
"28208","Joe Leonard, security practice manager, Presidio Networked Solutions"
"28221","Fran Rosch, SVP, user authentication, VeriSign"
"28280","Gary Palgon, VP, nuBridges"
"28295","Craig Spiezle, executive director, Online Trust Alliance"
"28299","Kris Rowley, system security director, Department of Information and Innovation, State of Vermont"
"28311","Bharat Nair, VP, Delfigo Security"
"28332","Robert Brandewie, Telos Corporation"
"28336","Gerhard Eschelbeck, CTO and VP, engineering, Webroot Software"
"28350","Jon Green, VP, Aruba Networks"
"28366"," Brian Cleary, VP, Aveksa  "
"28444","W. Hord Tipton, executive director, (ISC)2"
"28456","Ganesh Vednere, consultant, content and records management "
"28483","Justin Somaini, CISO, Symantec"
"28487","Paul Royal, principal researcher, Purewire"
"28491","Debbie Cuadros, VP, business development and partner relations, Simeio Solutions"
"28511","Amol Sawarte, manager, Vulnerabilities Research Lab, Qualys"
"28519","Jeremiah Grossman, chief technology officer, WhiteHat Security"
"28539","Christopher Burgess, senior security adviser, Cisco Systems "
"28563","Prat Moghe, general manager, Data Compliance, Netezza"
"28636"," Richard Jacobs, Chief Technology Officer, Sophos"
"28681","Scott Gordon, VP of marketing and business development, AccelOps"
"28719","Jeff Bardin, VP, CSO for ITSolutions"
"28723","Jim Reavis, executive director, Cloud Security Alliance"
"28727","Sarah Fender, VP product management, PhoneFactor"
"28761","Mike Toergersen, VP and CIO, SonicWALL"
"28775","Darryl Gordon, Breach Security"
"28781","Michael Chernin, vulnerability subject matter expert, corporate information security, Depository Trust & Clearing Corp."
"28785","Paul Zimski, VP of market strategy, Lumension"
"28791","Dan Dearing, vice president, Trust Digital"
"28819","Andy Cordial, managing director, Origin Storage"
"28823","David Jevans, Chief Executive Officer, IronKey "
"28869","Gary Steele, CEO, Proofpoint"
"28894","Ronan Kavanagh, CEO, SpamTitan"
"28977","Eric Voskuil, CTO, BeyondTrust"
"29109","Jeremiah Grossman, founder and CTO, WhiteHat Security, and Brian Contos, chief security strategist, Imperva"
"29197","Luther Martin, chief security architect at Voltage Security"
"29223","John Capobianco, president and CEO, Lumigent Technologies"
"29268","Lib de Veyra, chairman, PCI Security Standards Council "
"29295","Brian Lapidus, chief operating officer, Kroll Fraud Solutions"
"29316","David Fowler,  SVP marketing and product development, VidSys"
"29320","Ken Halley, CEO & co-founder, Gideon Technologies"
"29387","Max Huang, founder and CEO, O2Security"
"29443","Chris Burchett, CTO and co-founder, Credant Technologies"
"29505","Steve Dauber, vice president of marketing, RedSeal Systems"
"29514","Michael Potters, CEO, The Glenmont Group"
"29518","Tony Dyhouse director, cybersecurity program, Digital Systems Knowledge Transfer Network"
"29526","Brian Grayek, VP, product management, CA"
"29533","Robert Fanelli, lieutenant colonel, U.S. Army"
"29540","Kris Rowley CISO, state of Vermont"
"29600","Mushegh Hakhinian, security architect and John Landy, CTO, both of IntraLinks"
"29657","Gary Kinghorn, senior product marketing manager for security products at 3Com Corproation"
"29690","Fred Kost, director of security solutions marketing, Cisco"
"29709","Courtlend Little, senior product manager, Solutionary"
"29713","Amrit Williams, chief technology officer, BigFix"
"29724","Jack Daniel, support engineer, Astaro"
"29737","Peter Schlampp, vice president of product management and marketing, Solera Networks"
"29764","Edward Amoroso, SVP/CSO, AT&T"
"29768","Jonathan McCormick, chief operating officer, Intermedia "
"29771","Ray Bell, CEO, Grid Net"
"29775","Jeremiah Grossman, founder and CTO, WhiteHat Security"
"29782","Joel Rosenblatt  manager of computer and network security, Columbia University"
"29787","Carsten Eiram, chief security specialist, Secunia"
"29861","Ben Khoushy, vice president endpoint security products, Check Point"
"29880","Mandeep Khera, CMO, Cenzic"
"29893","Martin Lee, senior software engineer, Symantec Hosted Services "
"29899","Jonathan Sander, IAM/Security analyst, Quest Software"
"29904","Michael Angelo, security architect, NetIQ"
"29911","Steve Schlarman, eGRC solutions manager, Archer Technologies"
"29940","Daniel Geer Jr., chief scientist emeritus, Verdasys"
"29950","Anne Lescher, product marketing manager, IBM Security Solutions"
"29957","Glen Kosaka, director of marketing, Trend Micro"
"29966","Van Page, founder & president, CapSure "
"29970","Ryan Barnett, director of application security, Breach Security"
"29989","Scott Charney, corporate VP, Trustworthy Computing, Microsoft"
"29993","Enrique Salem, president & CEO, Symantec"
"30001","Sean Martin"
"30004","Dave Hansen, corporate SVP & GM, security and compliance business unit, CA"
"30115","Dave DeWalt, president and chief executive officer, McAfee"
"30119","Al Zollar, general manager of IBM Tivoli"
"30123","Steve Collins, security sector lead, Text 100 Public Relations"
"30135","Phillip Dunkelberger, president and CEO, PGP Corp."
"30160","Andrew Brown, director of security strategy, AmberPoint"
"30164","Vatsal Sonecha,  vice president, TriCipher"
"30168","Warren Mackensen, president, ProTracker Software"
"30172","Ron Baklarz, CISO, Amtrak"
"30178","Joyce Brocaglia, president, Alta Associates"
"30182","George Moore information security architect, Brandeis University"
"30239","Matthew Steele, director of strategic technology, Symantec"
"30246","Mark Townsend, director of solutions management, Enterasys"
"30278","Thomas Perniciaro, solutions architect, Accuvant"
"30316","Ruvi Kitov, CEO, Tufin Technologies"
"30342","Michael Lipinski"
"30356","John Bambenek handler at the SANS Internet Storm Center and principal consultant for CIBER"
"30372","Anthony James, VP,  products, Fortinet"
"30376","David Endler, senior director of security research, TippingPoint"
"30380","Stacey Halota VP, information security &  privacy, The Washington Post Co."
"30384","Robert Lentz, Department of Defense"
"30412","Phil Lieberman, CEO, Lieberman Software"
"30442","Waheed Qureshi, chief technology officer, Zenprise"
"30474","Anthony James, vice president of products, Fortinet "
"30527","Amichai Shulman, CTO, Imperva"
"30585","Paul Fletcher, chief software architect, Symantec Hosted Services "
"30607","Deb Hale, handler at the SANS Internet Storm Center and security administrator and abuse coordinator for a small ISP in the Midwest"
"30664","Jerry Archer, SVP and CSO, Sallie Mae"
"30672","Sean Martin, imsmartin consulting"
"30731","Jason Leung, senior product line manager for SMB security, Netgear"
"30785","Michael Donnelly, application solutions architect, Sendmail"
"30813","Morey Haber, vice president of product management, eEye Digital Security"
"30865","Gert Hansen, vice president of product management, Astaro"
"30883","Mark Menke, chief technology officer, Code Green Networks"
"30901","Joyce Brocaglia, Alta Associates"
"30905","Jeff Sherwood, principal security strategist, H&R Block"
"30923","Bill Mathews, CTO/co-founder, Hurricane Labs"
"30927","James MacDonald, network architect, Connect in Private"
"30931","Emeric Miszti, VP of customer enterprise information protection strategy, Verdasys"
"30935","Bruce Rutherford, chairman, PCI Security Standards Council "
"31006","Gunter Ollmann, vice president of research, Damballa"
"31034","Martin Hack, executive vice president, NCP Engineering"
"31047","James Hale"
"31082","Devin Anderson, product line manager for Security Suite, LANDesk "
"31102","Sang Lee, senior security analyst, AlertBoot"
"31125","Rich Baich principal, Deloitte & Touche LLP"
"31132","Donald DeBolt, director of threat research, CA"
"31142","Michael Maloof, CTO, TriGeo Network Security"
"31146","Joe Gottlieb, CEO, SenSage"
"31150","Rick Tracy, CTO and CSO, Telos Corp."
"31170","Matthew Heller"
"31181","Maurice L. Hampton, information security & privacy services leader, Clark Schaefer Consulting"
"31197","Stephen Lee, principal product manager, Oracle"
"31206","Philippe Neray, vice president of security strategy, Guardium, an IBM Company"
"31223","Charles Jeter"
"31230","Jeff Debrosse"
"31239","Peter Spier, senior risk management consultant, Fortex Technologies "
"31253","Greg Hoglund, founder and CEO, HBGary"
"31295","Sai Allavarpu, senior director of product marketing, Citrix Systems"
"31319","Ajay Gupta, tech lead of engineering, AirTight Networks"
"31323","Eric Knapp, director of critical infrastructure markets, NitroSecurity"
"31331","Charles Jeter, ESET cybercrime investigator"
"31366","Martin Hack, EVP at NCP engineering"
"31386","David Rowe, CEO, NetVision"
"31419","Claudia Böttcher, director of product management, Brainloop"
"31446","Joyce Brocaglia, president & CEO, Alta Associates"
"31450","Gary McAlum, SVP & CSO, enterprise security group, USAA (United Services Automobile Association)"
"31465","Leo Castro Sr., solutions marketing manager, compliance management, Novell"
"31469","Michael Kalinichenko, founder and CEO, SafenSoft"
"31473","Craig Spiezle, executive director and founder of the Online Trust Alliance"
"31484","Beth Schultz"
"31635","Colleen Kulhanek, director of marketing, Shavlik Technologies"
"31666","Ulf Mattsson, CTO, Protegrity"
"31682"," Randy Abrams, director of technical education, ESET LLC"
"31690","Jonathan Gohstand, vice president, PacketMotion"
"31694","Ondrej Krehel, information security officer, Identity Theft 911"
"31701","Alex Thurber, VP, worldwide channel operations, McAfee"
"31757","Monica Antonie, IT procurement and budget manager, Museum of Modern Art"
"31797","Chris Wysopal, CTO, Veracode"
"31823","H. Peter Felgentreff, president and CEO, NCP Engineering "
"31841","Philip Lieberman, CEO, Lieberman Software"
"31859","Gretchen Hellman, vice president of marketing, Vormetric"
"31880","Jeff Debrosse, senior research director for ESET"
"31901","Jose Diaz, director of technical and strategic business development at Thales e-Security"
"31964","Mathieu Gorge, CEO and founder, VigiTrust"
"31968","Bill Carey, VP, marketing & business development, Siber Systems "
"31972","Jeff Hajek, SVP of operations, Stonesoft"
"31979","Michael Potters, CEO, Glenmont Group"
"31990","Don DeBolt, director of threat research, CA Technologies"
"31997","Stacey Halota, VP, information security and privacy, The Washington Post Co."
"32039","Tim “TK” Keanini, CTO, nCircle"
"32077","Kathleen Peters, general manager, Cellcrypt"
"32095","Harry Sverdlove, CTO, Bit9"
"32119","Elad Yoran, CEO and founder, Security Growth Partners"
"32129","Kathleen Kiernan, chair, InfraGard National Members Alliance"
"32136","Mark Weatherford, VP and CSO, North American Electric Reliability Corp."
"32152","Bob Maley, CEO, Strategic CISO"
"32159","Becky Bace, president and CEO, Infidel"
"32184","Andres Tabares, CISSP"
"32205","Ryan Berg, senior security architect, IBM"
"32258","Keith Ward, chairman, Transglobal Secure Collaboration Program "
"32262","Jamie Sanbower, director of  security solutions, Force 3"
"32266","Matthew Olney, research engineer on the vulnerability research team, Sourcefire"
