guest_author_id, guest_author_name
"1384","Michel Susai, president and CEO, NeoAccel"
"1385","Prat Moghe, founder and CTO, Tizor Systems"
"1386","Carsten Dietrich, director, content security, IBM Internet Security Systems"
"1387","Jose Nazario, Arbor Networks"
"1388","Andy Rolfe, vice president of research and development, Authentify Inc."
"1389","Gary Pearsons, president, BSI Management Systems Americas"
"1390","Eric Leach and Frank Villavicencio"
"1391","Don Montgomery, vice president of marketing, Akonix Systems"
"1392","Steve Orenberg, president, Kaspersky Lab, and Amrit Williams, CTO, BigFix"
"1393","Marty Hodgett, CIO, Orchard Supply Hardware"
"1394","Anthony Fama, CSO, EVP, Executive Technology Group"
"1395","Lee Parrish, enterprise ISO, Northrop Grumman Corporation"
"1396","Scott Chudy"
"1397","Deb Radcliff"
"1398","Rhonda MacLean, CEO of MacLean Risk Partners LLC"
"1399","Cliff Pollan, CEO, Lumigent"
"1400","R. 'Doc' Vaidhyanathan, vice president of product management, Arcot Systems"
"1401","Jacob West, manager, security research group, Fortify Software"
"1402","Greg Farris, CipherMax"
"1403","Dave Champine, senior director of product marketing, Cloudmark"
"1404","Frank Washkuch Jr."
"1405","Greg Lawn"
"1406","Amol Sarwate"
"1409","Dan Sarel, vice president, product management, Sentrigo Inc."
"1410","Joshua Block, vice president of North American Operations, Cyberoam"
"1411","Chris Smith, vice president of marketing, Alert Logic"
"1413","Yuval Ben-Itzhak, CTO, Finjan"
"1414","Richard Stiennon, chief marketing officer and security strategist, Fortinet, and Steven Sprague, CEO, Wave Systems"
"1415","John DeBenedette, vice president of information technology, INTTRA"
"1416","Peter Giannoulis, information security consultant, Access 2 Networks"
"1417","Mark Weatherford, CSO, state of Colorado"
"1418","Pravin Kothari, founder and CEO, Agiliance"
"1419","Dan Nadir, vice president, product strategy, ScanSafe."
"1420","Kevin Bocek, senior manager, product marketing, PGP Corporation"
"1421","John Vecchi, director of network security, McAfee"
"1422","Prat Moghe, founder and chief technology officer, Tizor Systems"
"1423","Randy Abrams, director of technical education, ESET"
"1424","Don Montgomery, vice president of marketing, Akonix"
"1425","Brian Bernard, senior network administrator in the office of the Lee County (Fla.) Clerk of Courts"
"1426","Ed Adams, CEO, Security Innovation"
"1427","John Petze, president and CEO, Privaris"
"1428","Joel Christner, manager, product management, Reconnex"
"1429","Greg Farris, director of marketing, CipherMax"
"1430","Brian Reed, product manager for content security at IBM Internet Security Systems"
"1431","David Dorf, Retail Product Strategy Team, Oracle"
"1432","Jeff Wilson, principal analyst, network security, Infonetics Research Inc."
"1433","Amrit Williams, chief technical officer, BigFix"
"1434","Andrew Graydon, CTO, BorderWare"
"1435","Paul Johns, chief marketing officer, Complinet"
"1436","A.N. Ananth, CEO, Prism Microsystems"
"1437","Mandeep Khera, VP of marketing, Cenzic, and Michael Sutton, security evangelist, SPI Dynamics"
"1438","Rick Lawhorn, principle, information security and compliance, Dataline"
"1439","Simon Hunt, chief technology officer, SafeBoot"
"1440","Tom Peltier, president, Thomas R. Peltier Associates LLC"
"1441","Elizabeth Safran, president, Bottom Line Communications"
"1442","John DeBedenette, vice president, information technology, INTTRA"
"1443","Jeremiah Grossman, founder and chief technology officer, WhiteHat Security"
"1444","Dave Anderson, senior manager, product marketing, ArcSight"
"1445","Ken Salchow, F5 Networks"
"1446","Gordon Rapkin, CEO, Protegrity"
"1447","Jack Rogers"
"1448","Matthew T. Prough, MPSIS system administrator, Fitchburg, Middleton and Sun Prarie (Wisc.) police departments"
"1449","Cindy Auten, Telework Exchange"
"1450","Danielle Zeedick, professor of computer science, Norwich University"
"1451","Seana Pitt, chairwoman, PCI Security Standards Council"
"1452","Janne Uusilehto, chairman, TCG's Mobile Phone Work Group and head of product security, Nokia"
"1453","Chrisopher Fountain, president and CEO, SecureInfo"
"1454","Michael Barrett, CISO, PayPal"
"1455","Gene Hodges, CEO, Websense"
"1456","William C. Schneider, senior systems administrator, University of Texas Health and Science Center"
"1457","Jose Nazario, senior security researcher, Arbor Networks"
"1458","by George Heron, VP and chief scientist, McAfee, and John Peters, CEO, Reconnex"
"1459","William McKinney, Global product marketing director, Sterling Commerce"
"1460","Jason King, CEO, Lavasoft"
"1461","George Adams, president and CEO, SSH Communications Security Inc."
"1462","Alex Gorelik, co-founder and CTO, Exeros"
"1463","Paul Andersen, Marketing Manager, Array Networks"
"1464","John Yun, Juniper Networks, and Jon Oltsik, Enterprise Strategy Group"
"1465","Chris Wysopal, chief technology officer, Veracode"
"1466","Michael Hamilton, CISO, city of Seattle"
"1467","Amit Yoran, CEO, NetWitness"
"1468","Ofer Shezaf, vice president of security research, Breach Security"
"1469","Slavik Markovich, CTO, Sentrigo Inc."
"1470","Danny Allan, director of security research, Watchfire(an IBM company)"
"1471","Joel Christner, director, product management, Reconnex Corp."
"1472","Bryan Cote, senior product manager, Ecora Software, and Kris Lovejoy, director of IBM corporate security strategy"
"1473","Bert Talley, associate director of information technology security, Apollo Group"
"1474","Tim Mather, chief security strategist, RSA Conferences"
"1475","Steven Adler, program director, IBM Data Governance Solutions"
"1476","Nancy Edwards, VP/CSO, State Auto Insurance Companies"
"1477","John Peters, chief executive officer, Reconnex"
"1478","Chuck Miller"
"1479","Chris Sullivan, vice president of customer solutions, Courion"
"1480","Sue Marquette Poremba"
"1481","Phil Dunkelberger, president and CEO, PGP Corporation"
"1482","Prat Moghe, founder/CTO, Tizor Systems"
"1483","Bryan Cote, senior product manager, Ecora"
"1484","Mike Cassidy, information security compliance officer, California State Automobile Association"
"1485","Dan Swanson"
"1486","Danielle Zeedick, professor of information assurance, Norwich University"
"1487","Eric Svetcov, information security director at a major SaaS company"
"1489","Dr. Anton Chuvakin, chief logging evangelist, LogLogic"
"1490","Tim Mather, chief security strategist, RSA Conference"
"1491","David Miner, senior director financial services industry solutions, Symantec Corp."
"1492","Marco Peretti, CTO, BeyondTrust"
"1493","Jackie Gilbert, founder and VP of marketing for SailPoint"
"1494","Raphael Leiteritz, head of innovation, corporate business and new strategy, Utimaco Safeware AG"
"1495","Chris Farrow, director of product strategy, Fortisphere"
"1496","Chris Farrow, director of product strategy, Fortisphere"
"1497","Amol Sarwate, manager of the vulnerability research lab at Qualys"
"1498","Jasbir Anand, Actimize Inc."
"1499","Brian Cleary, VP of marketing, Aveksa"
"1500","Matt Bancroft, CMO, Mformation Technologies Inc."
"1501","James Ritchie, former principal auditor, Integralis"
"1502","Greg Bell, partner, KPMG, risk and advisory services practice; Co-chair, SC Awards Committee"
"1503","Sue Marquette Poremba"
"1504","Dennis Brixius, CSO, McGraw-Hill Companies; Co-chair, SC Awards Committee"
"1505","Johnnie Konstantas, vice president of marketing, Varonis"
"1506","Jason Holmberg, senior product manager, FrontRange Solutions"
"1507","John Addeo, practice director, advanced security, Dimension Data Americas"
"1508","Vern Cole, chief security officer, Varolii Corporation"
"1509","Michael Seese, assistant vice president in the corporate security services division of National City Corporation"
"1510","John W. Thompson, chairman, CEO, Symantec Corporation"
"1511","Val Rahmani, general manager, IBM Internet Security Systems"
"1512","Dave Hansen, senior vice president and general manager of CA's Security Management business"
"1513","Jim Bidzos, vice chairman of the board, VeriSign"
"1514","Jackie Gilbert, founder and VP of marketing, SailPoint"
"1515","Dan Nadir, VP of product strategy, ScanSafe"
"1516","Danielle Zeedick, Norwich University"
"1517","Timur Taluy, executive vice president, FileYourTaxes.com"
"1518","Günter Ollmann, chief security strategist, IBM Internet Security Systems"
"1519","Dan Lohrmann, Michigan CISO"
"1520","Rajesh Venkat, segment marketing director, McAfee"
"1521","Scott Heinlein, service provider marketing manager, Juniper Networks"
"1522","Rodney Joffe, senior vice president and senior technologist, NeuStar"
"1523","Mark Bregman, CTO, Symantec Corp."
"1524","Guillaume Lovet, Manager, Threat Response Team, Fortinet"
"1525","David Navetta, InfoSecCompliance LLC"
"1526","Ron Baklarz, chief information security officer, MedStar Health"
"1527","Richard Thurston"
"1528","Michael Weider, director of security solutions, IBM Rational"
"1529","Rosen Sharma, CTO, Solidcore"
"1531","Brian Chess, founder and chief scientist, Fortify Software"
"1532","Gordon Rapkin, president and CEO, Protegrity"
"1534","Maurice Hampton, information security program manager, GE Corporate"
"1535","Michelle Drolet, CEO, Towerwall"
"1536","Eric Butterman"
"1537","Eric Winsborrow, chief marketing officer, Sipera Systems"
"1538","Davi Ottenheimer, director of compliance solutions, ArcSight"
"1539","John Carmichael, senior security trainer, Security Innovation"
"1540","Andre Protas,director of research & preview services, eEye Digital Security"
"1541","Brian Berger, executive vice president for marketing and sales, Wave Systems Corp"
"1542","Dan Dearing, vice president of marketing, Trust Digital"
"1543","Joel Hagberg, vp, marketing and business development, Fujitsu Technology Products"
"1544","Shaun Nichols"
"1545","Richard A. Clarke, chairman, and Kiersten Todt Coon, principal, Good Harbor Consulting LLC."
"1546","Don Gray, vice president, Solutionary"
"1547","Michael Cooper, principal, LEVER/edge"
"1548","Ryan Sherstobitoff, chief corporate evangelist, Panda Security USA"
"1549","Clement James"
"1550","Rob Pfrogner, security services product manager, Virtela Communications"
"1551","Negar Salek"
"1552","Josh Shaul, director, technology strategy, Application Security"
"1553","Joy Persaud"
"1554","Nick Farrell"
"1555","Iain Thomson"
"1556","Amol Sarwate, manager, Vulnerabilities Research Lab, Qualys"
"1557","Itzik Kotler, security operation center team leader, Radware"
"1558","Yuval Tarsi, founder & CTO, WorkLight"
"1559","David Lawson, director, risk management and compliance, Acumen Solutions"
"1560","Harish Rao, chairman & CEO, nSolutions"
"1561","Howard Schmidt, former cybersecurity adviser to the White House"
"1562","Dan Raywood"
"1565","David Hobson, managing director of Global Gecure Systems"
"1566","Andrew Donoghue"
"1567","Courtlend Little, service and solutions architect, Solutionary"
"1568","Dina Kleyman"
"1569","Kenneth Geers, U.S. representative (NCIS), Cooperative Cyber Defense, Center of Excellence"
"1570","Sumedh Thakar, PCI solutions manager, Qualys"
"1571","Tom Oscherwitz, chief privacy officer/VP of government affairs, ID Analytics"
"1572","Greg Bell, principal, KPMG's IT advisory services practice"
"1573","Dennis Devlin, chief information security officer, Brandeis University"
"1574","Scott McCarley, director of marketing, BeyondTrust"
"1575","Dr. Avishai Wool, CTO and co-founder, AlgoSec"
"1576","Bill Ledingham, CTO, Verdasys"
"1577","Staff Report"
"1578","Amol Sarwate, manager, Vulnerabilities Research Lab"
"1579","Angela Moscaritolo"
"1580","Steven K. Sprague, president and CEO, Wave Systems"
"1582","Eugene Kaspersky, founder and CEO, Kaspersky Lab"
"1583","Martin Lee, software engineer, MessageLabs"
"1584","Bill Unrue, president, Anonymizer"
"1585","Brian Dirking, principal product director, Oracle"
"1586","Jackson Shaw, Quest Software"
"1587","Christophe Briguet, chief technology officer, Exaprotect"
"1588","Mark Steinhoff, Deloitte"
"1589","Michael Callahan, VP, global marketing, Credant Technologies"
"1590","Steve Lafferty, vice president, Marketing, Prism Microsystems"
"1591","David Sancho, senior threat researcher, Trend Micro"
"1592","Jim Hietala, vice president, Security, The Open Group"
"1593","Marc Goodman, director of marketing, KEMP Technologies"
"1594","Derek Parkinson"
"1595","Kevin Prince, chief architect, Perimeter eSecurity"
"1596","Deepak Taneja, founder, president and CTO, Aveksa"
"1597","Calum Macleod, Western European director, Cyber-Ark"
"1598","Monte Robertson, president and CEO, Software Security Solutions"
"1599","Prat Moghe, CEO, Tizor"
"1600","Kowsik Guruswamy, co-founder and CTO, Mu Dynamics"
"1601","Chenxi Wang, principal analyst, Forrester Research"
"1602","Rob Tourt, chair, PCI Security Standards Council"
"1603","Richard Moulds, EVP, product strategy, Thales Group (formerly nCipher)"
"1604","Rob Rachwald, director of product marketing, Fortify Software"
"1605","David Meizlik, senior manager for data security solutions, Websense"
"1606","Stephane Fymat, VP of product management and strategy, Passlogix"
"1607","David Fishering, homeland security industry analyst, Frost & Sullivan"
"1608","John H. Capobianco, president and CEO, Lumigent Technologies"
"1609","Philip Hoyer, technical architect, ActivIdentity EMEA"
"1610","Sara Gates, chief strategy officer, Agiliance"
"1611","Shannon Culp, CSO for a Midwest health care organization"
"1612","Chuck Buffum, VP, caller authentication solutions, Nuance Communications"
"1613","Nagraj Seshadri, product marketing manager, Utimaco"
"1614","Todd Ignasiak, Altor Networks"
"1615","Kerry Loftus, vice president, Consumer Authentication Solutions, VeriSign"
"1616","Michael Callahan, VP global marketing, Credant"
"1617","Jean Thilmany"
"1618","John Linkous, IT governance, risk and compliance evangelist, eIQnetworks"
"1619","Rich Campagna, Juniper Networks"
"1620","Duncan McPherson, CEO, Unitrends"
"1621","David Ting, founder and CTO, Imprivata"
"1622","Paul Smith, president/CEO, PacketMotion"
"1623","Gene Kim, chief technology officer, Tripwire"
"1624","Stephen Scharf, SVP & global CISO, Experian"
"1625","Sean Martin, VP of marketing, SkyRecon Systems"
"1626","Keith Hamilton, senior consultant, Concordant"
"1627","Steve Pate, chief technology officer, Vormetric"
"1628","Victor Cruz"
"1630","Mike Simms, vice president, EADS Defence & Security Systems"
"1631","Kurt Johnson, VP of corporate development, Courion"
"1632","Charles Moore, director of operations, RingCube Technologies"
"1633","Thomas Varghese, vice president of product management, Oracle"
"1634","Ruvi Kitov, CEO and co-founder, Tufin Technologies"
"1635","Luther Martin, chief security architect, Voltage Security"
"1636","Steve Katz, founder and president, Security Risk Solutions"
"1637","Richard Starnes, president, ISSA Bluegrass Chapter"
"1638","Andrew Oehler, product manager, F5 Networks"
"1639","John Landwehr, director, security solutions and strategy for Adobe Systems"
"1640","Sam Masiello, VP of information security, MX Logic"
"1641","Brian Cleary, vice president of products and marketing, Aveksa"
"1642","Mike Lloyd, chief scientist, RedSeal Systems"
"1643","Matthew Fraser & Soumitra Dutta, INSEAD"
"1644","Brian Wolfe, partner, Laurus Technologies"
"1645","Stephane Fymat, VP of strategy and product management, Passlogix"
"1646","Nicholas Arvanitis, solutions architect, security, Dimension Data"
"1647","Jaime Chanaga, CEO, The CSO Board"
"1648","Gretchen McCoy, Senior VP of the Technology Management Division for Visa International, Retired; Strategic Advisory Board member, Rohati Systems"
"1649","Kevin Piper, Altor Networks"
"1650","Andrew McLennan, founder and CEO, Metaforic"
"1651","Christian Kirsch, senior manager, international product marketing, THALES Information Systems Security"
"1652","Leslie Guy Buckalew, vice president for sales and marketing, WebLOQ"
"1653","Gary McAlum, senior manager, Deloitte & Touche"
"1654","Chris Schwartzbauer, Shavlik Technologies"
"1655","Adam Bosnian, Cyber-Ark Software"
"1656","Tal Golan, founder and CTO, Sendio"
"1657","John Stewart, CSO, Cisco Systems"
"1658","Jose Nazario, Arbor Network"
"1659","Al Raymond, chief privacy officer, PHH Mortgage"
"1660","Mike Boberski, project lead and co-author, Open Web Application Security Project ASVS"
"1661","Greg Hoglund, CEO, HBGary"
"1662","Mark Wilcox, principal product manager, Oracle"
"1663","Greg Bell, partner, KPMG, risk and advisory services practice"
"1664","Jody Brazil, founder, president and CTO, Secure Passage"
"1665","Brian Eberhardy, senior consulting engineer for SenSage"
"1666","Lisa Lorenzin, principal solutions architect, Juniper Networks"
"1667","Max Huang, founder and president, O2Security"
"1668","Doug Concepcion, CISO, UNFPA (the United Nations Population Fund)"
"1669","Jeff Prince, chairman and CTO, ConSentry Networks"
"1670","David Kelleher, communications and research analyst, GFI Software"
"1671","Rich Baich, principal, and William Anderson II, manager, security & privacy group, Deloitte & Touche"
"1672","Willie Rushton, owner and principle consultant, WLR & Associates"
"1673","Brian Hook"
"1674","Jackie Gilbert, vice president of product and marketing, SailPoint"
"1675","Andrew Storms, director of security operations, nCircle"
"1676","Jeff Nielsen, director of development and quality assurance, Symark International"
"1677","Lysa Myers, director of research, West Coast Labs"
"1678","Gal Salomon, CEO, Discretix"
"1679","Jennifer Bayuk, principal, Jennifer L. Bayuk LLC"
"1680","Michael Rothschild, solutions marketing, Juniper Networks"
"1681","Pulina Whitaker, partner and head of employment and benefits practice, King & Spalding"
"1682","Jim Lacy, CFO, ZirMed"
"1684","Eric Knight, senior knowledge engineer, LogRhythm"
"1685","Eric Olden, founder and CIO, Symplified"
"1686","Ed Gaudet, SVP of corporate development and marketing, Liquid Machines"
"1687","Ted DeZabala, national managing partner, security & privacy services, Deloitte & Touche"
"1688","Dr. Stanton Sloane, president and CEO, SRA International"
"1690","Jeff Neilsen, director of development, Symark"
"1691","Mark Carney, managing director, FishNet Security"
"1692","Jeffrey Rogers, chief architect, Risk Advisory Services, Unisys"
"1693","Karthik Kannan, VP, marketing and business development, Kazeon"
"1696","Chris Sullivan, vice president of customer solutions, Courion Corporation"
"1697","Daryl Miller, VP of engineering, Lantronix"
"1698","Kevin Skapinetz, technology strategist, IBM Internet Security Systems"
"1699","Leslie Buckalew, VP, sales & marketing, WebLOQ"
"1700","Jeff Forristal, senior security engineer, Zscaler"
"1701","Shawn Eldridge, VP, marketing and products, BorderWare Technologies"
"1702","Johnnie Konstantas, VP marketing, Varonis Systems"
"1703","Rick Howard, director, VeriSign iDefense Security Intelligence Services"
"1704","Venkat Raghaven, director product management, security, risk and compliance, Tivoli Software, IBM Software Group"
"1705","Joe Leonard, security practice manager, Presidio Networked Solutions"
"1706","Fran Rosch, SVP, user authentication, VeriSign"
"1707","Gary Palgon, VP, nuBridges"
"1708","Craig Spiezle, executive director, Online Trust Alliance"
"1709","Kris Rowley, system security director, Department of Information and Innovation, State of Vermont"
"1710","Bharat Nair, VP, Delfigo Security"
"1711","Robert Brandewie, Telos Corporation"
"1712","Gerhard Eschelbeck, CTO and VP, engineering, Webroot Software"
"1714","Jon Green, VP, Aruba Networks"
"1715","Brian Cleary, VP, Aveksa"
"1718","W. Hord Tipton, executive director, (ISC)2"
"1719","Ganesh Vednere, consultant, content and records management"
"1720","Justin Somaini, CISO, Symantec"
"1721","Paul Royal, principal researcher, Purewire"
"1722","Debbie Cuadros, VP, business development and partner relations, Simeio Solutions"
"1723","Amol Sawarte, manager, Vulnerabilities Research Lab, Qualys"
"1724","Jeremiah Grossman, chief technology officer, WhiteHat Security"
"1725","Christopher Burgess, senior security adviser, Cisco Systems"
"1726","Prat Moghe, general manager, Data Compliance, Netezza"
"1727","Richard Jacobs, Chief Technology Officer, Sophos"
"1728","Scott Gordon, VP of marketing and business development, AccelOps"
"1729","Jeff Bardin, VP, CSO for ITSolutions"
"1730","Jim Reavis, executive director, Cloud Security Alliance"
"1731","Sarah Fender, VP product management, PhoneFactor"
"1732","Mike Toergersen, VP and CIO, SonicWALL"
"1733","Darryl Gordon, Breach Security"
"1734","Michael Chernin, vulnerability subject matter expert, corporate information security, Depository Trust & Clearing Corp."
"1735","Paul Zimski, VP of market strategy, Lumension"
"1736","Dan Dearing, vice president, Trust Digital"
"1737","Andy Cordial, managing director, Origin Storage"
"1738","David Jevans, Chief Executive Officer, IronKey"
"1739","Gary Steele, CEO, Proofpoint"
"1740","Ronan Kavanagh, CEO, SpamTitan"
"1741","Eric Voskuil, CTO, BeyondTrust"
"1742","Jeremiah Grossman, founder and CTO, WhiteHat Security, and Brian Contos, chief security strategist, Imperva"
"1743","Luther Martin, chief security architect at Voltage Security"
"1744","John Capobianco, president and CEO, Lumigent Technologies"
"1745","Lib de Veyra, chairman, PCI Security Standards Council"
"1746","Brian Lapidus, chief operating officer, Kroll Fraud Solutions"
"1747","David Fowler, SVP marketing and product development, VidSys"
"1748","Ken Halley, CEO & co-founder, Gideon Technologies"
"1749","Max Huang, founder and CEO, O2Security"
"1750","Chris Burchett, CTO and co-founder, Credant Technologies"
"1751","Steve Dauber, vice president of marketing, RedSeal Systems"
"1752","Michael Potters, CEO, The Glenmont Group"
"1753","Tony Dyhouse, director, cybersecurity program, Digital Systems Knowledge Transfer Network"
"1754","Brian Grayek, VP, product management, CA"
"1755","Robert Fanelli, lieutenant colonel, U.S. Army"
"1756","Kris Rowley, CISO, state of Vermont"
"1757","Mushegh Hakhinian, security architect and John Landy, CTO, both of IntraLinks"
"1758","Gary Kinghorn, senior product marketing manager for security products at 3Com Corproation"
"1759","Fred Kost, director of security solutions marketing, Cisco"
"1760","Courtlend Little, senior product manager, Solutionary"
"1761","Amrit Williams, chief technology officer, BigFix"
"1762","Jack Daniel, support engineer, Astaro"
"1763","Peter Schlampp, vice president of product management and marketing, Solera Networks"
"1764","Edward Amoroso, SVP/CSO, AT&T"
"1765","Jonathan McCormick, chief operating officer, Intermedia"
"1766","Ray Bell, CEO, Grid Net"
"1767","Jeremiah Grossman, founder and CTO, WhiteHat Security"
"1768","Joel Rosenblatt, manager of computer and network security, Columbia University"
"1769","Carsten Eiram, chief security specialist, Secunia"
"1770","Ben Khoushy, vice president endpoint security products, Check Point"
"1771","Mandeep Khera, CMO, Cenzic"
"1772","Martin Lee, senior software engineer, Symantec Hosted Services"
"1773","Jonathan Sander, IAM/Security analyst, Quest Software"
"1774","Michael Angelo, security architect, NetIQ"
"1775","Steve Schlarman, eGRC solutions manager, Archer Technologies"
"1777","Daniel Geer Jr., chief scientist emeritus, Verdasys"
"1778","Anne Lescher, product marketing manager, IBM Security Solutions"
"1779","Glen Kosaka, director of marketing, Trend Micro"
"1780","Van Page, founder & president, CapSure"
"1781","Ryan Barnett, director of application security, Breach Security"
"1782","Scott Charney, corporate VP, Trustworthy Computing, Microsoft"
"1783","Enrique Salem, president & CEO, Symantec"
"1784","Sean Martin"
"1785","Dave Hansen, corporate SVP & GM, security and compliance business unit, CA"
"1786","Dave DeWalt, president and chief executive officer, McAfee"
"1787","Al Zollar, general manager, IBM Tivoli"
"1788","Steve Collins, security sector lead, Text 100 Public Relations"
"1789","Phillip Dunkelberger, president and CEO, PGP Corp."
"1790","Andrew Brown, director of security strategy, AmberPoint"
"1791","Vatsal Sonecha, vice president, TriCipher"
"1792","Warren Mackensen, president, ProTracker Software"
"1793","Ron Baklarz, CISO, Amtrak"
"1794","Joyce Brocaglia, president, Alta Associates"
"1795","George Moore, information security architect, Brandeis University"
"1797","Matthew Steele, director of strategic technology, Symantec"
"1798","Mark Townsend, director of solutions management, Enterasys"
"1799","Thomas Perniciaro, solutions architect, Accuvant"
"1800","Ruvi Kitov, CEO, Tufin Technologies"
"1801","Michael Lipinski"
"1802","John Bambenek, handler at the SANS Internet Storm Center and principal consultant for CIBER"
"1803","Anthony James, VP, products, Fortinet"
"1804","David Endler, senior director of security research, TippingPoint"
"1805","Stacey Halota, VP, information security & privacy, The Washington Post Co."
"1806","Robert Lentz, Department of Defense"
"1807","Phil Lieberman, CEO, Lieberman Software"
"1808","Waheed Qureshi, chief technology officer, Zenprise"
"1809","Anthony James, vice president of products, Fortinet"
"1811","Amichai Shulman, CTO, Imperva"
"1812","Paul Fletcher, chief software architect, Symantec Hosted Services"
"1813","Deb Hale, handler at the SANS Internet Storm Center and security administrator and abuse coordinator for a small ISP in the Midwest"
"1814","Jerry Archer, SVP and CSO, Sallie Mae"
"1815","Sean Martin, imsmartin consulting"
"1817","Jason Leung, senior product line manager for SMB security, Netgear"
"1818","Michael Donnelly, application solutions architect, Sendmail"
"1819","Morey Haber, vice president of product management, eEye Digital Security"
"1820","Gert Hansen, vice president of product management, Astaro"
"1821","Mark Menke, chief technology officer, Code Green Networks"
"1822","Joyce Brocaglia, Alta Associates"
"1823","Jeff Sherwood, principal security strategist, H&R Block"
"1824","Bill Mathews, CTO/co-founder, Hurricane Labs"
"1825","James MacDonald, network architect, Connect in Private"
"1826","Emeric Miszti, VP of customer enterprise information protection strategy, Verdasys"
"1827","Bruce Rutherford, chairman, PCI Security Standards Council"
"1828","Gunter Ollmann, vice president of research, Damballa"
"1829","Martin Hack, executive vice president, NCP Engineering"
"1831","James Hale"
"1832","Devin Anderson, product line manager for Security Suite, LANDesk"
"1833","Sang Lee, senior security analyst, AlertBoot"
"1834","Rich Baich, principal, Deloitte & Touche LLP"
"1835","Donald DeBolt, director of threat research, CA"
"1836","Michael Maloof, CTO, TriGeo Network Security"
"1837","Joe Gottlieb, CEO, SenSage"
"1838","Rick Tracy, CTO and CSO, Telos Corp."
"1839","Matthew Heller"
"1841","Maurice L. Hampton, information security & privacy services leader, Clark Schaefer Consulting"
"1842","Stephen Lee, principal product manager, Oracle"
"1843","Philippe Neray, vice president of security strategy, Guardium(an IBM Company)"
"1844","Charles Jeter"
"1845","Jeff Debrosse"
"1846","Peter Spier, senior risk management consultant, Fortex Technologies"
"1847","Greg Hoglund, founder and CEO, HBGary"
"1848","Sai Allavarpu, senior director of product marketing, Citrix Systems"
"1849","Ajay Gupta, tech lead of engineering, AirTight Networks"
"1850","Eric Knapp, director of critical infrastructure markets, NitroSecurity"
"1851","Charles Jeter, cybercrime investigator, ESET"
"1852","Martin Hack, EVP at NCP engineering"
"1853","David Rowe, CEO, NetVision"
"1855","Claudia Böttcher, director of product management, Brainloop"
"1856","Joyce Brocaglia, president & CEO, Alta Associates"
"1857","Gary McAlum, SVP & CSO, enterprise security group, USAA (United Services Automobile Association)"
"1858","Leo Castro Sr., solutions marketing manager, compliance management, Novell"
"1859","Michael Kalinichenko, founder and CEO, SafenSoft"
"1860","Craig Spiezle, executive director and founder, the Online Trust Alliance"
"1861","Beth Schultz"
"1862","Colleen Kulhanek, director of marketing, Shavlik Technologies"
"1863","Ulf Mattsson, CTO, Protegrity"
"1864","Randy Abrams, director of technical education, ESET LLC"
"1865","Jonathan Gohstand, vice president, PacketMotion"
"1866","Ondrej Krehel, information security officer, Identity Theft 911"
"1867","Alex Thurber, VP, worldwide channel operations, McAfee"
"1869","Monica Antonie, IT procurement and budget manager, Museum of Modern Art"
"1870","Chris Wysopal, CTO, Veracode"
"1871","H. Peter Felgentreff, president and CEO, NCP Engineering"
"1872","Philip Lieberman, CEO, Lieberman Software"
"1873","Gretchen Hellman, vice president of marketing, Vormetric"
"1874","Jeff Debrosse, senior research director for ESET"
"1875","Jose Diaz, director of technical and strategic business development at Thales e-Security"
"1876","Mathieu Gorge, CEO and founder, VigiTrust"
"1877","Bill Carey, VP, marketing & business development, Siber Systems"
"1878","Jeff Hajek, SVP of operations, Stonesoft"
"1879","Michael Potters, CEO, Glenmont Group"
"1880","Don DeBolt, director of threat research, CA Technologies"
"1881","Stacey Halota, VP, information security and privacy, The Washington Post Co."
"1882","Tim ""TK"" Keanini, CTO, nCircle"
"1883","Kathleen Peters, general manager, Cellcrypt"
"1884","Harry Sverdlove, CTO, Bit9"
"1885","Elad Yoran, CEO and founder, Security Growth Partners"
"1886","Kathleen Kiernan, chair, InfraGard National Members Alliance"
"1887","Mark Weatherford, VP and CSO, North American Electric Reliability Corp."
"1888","Bob Maley, CEO, Strategic CISO"
"1889","Becky Bace, president and CEO, Infidel"
"1890","Andres Tabares, CISSP"
"1892","Ryan Berg, senior security architect, IBM"
"1893","Keith Ward, chairman, Transglobal Secure Collaboration Program"
"1894","Jamie Sanbower, director of security solutions, Force 3"
"1895","Matthew Olney, research engineer on the vulnerability research team, Sourcefire"
"1896","Jerry Archer, SVP & CSO, Sallie Mae"
"1897","Carl Herberger, vice president of information security and compliance services, Evolve IP"
"1898","Patrick Sweeney, vice president of product management, SonicWALL"
"1899","Charles Jeter, EST cybercrime investigator"
"1900","Lucius Lobo, director of security consulting, Tech Mahindra"
"1901","Derek Manky, project manager, Fortinet Fortiguard Labs"
"1902","Jonathan Tomek, senior security engineer, Foreground Security"
"1903","Greg Oslan, CEO, Narus"
"1904","Joyce Brocaglia, CEO, Alta Associates"
"1905","Irfan Saif, principal at Deloitte & Touche"
"1906","Ken Ammon, chief strategy officer, Xceedium"
"1907","Roman Yudkin, chief technology officer, Confident Technologies"
"1908","Steven Jones, director, information security, VP, Synovus Financial Corp."
"1909","Bryan Cline, CISO and director of information security at Catholic Health East"
"1910","Ken Male, executive vice chairman and founder, TheInfoPro"
"1911","Will Warrick, security evangelist, Protegrity"
"1912","Charles Jeter, Cybercrime investigator"
"1913","Brian Barnier, ISACA"
"1914","Derek Manky, Fortinet"
